단어,빈도
모르겠네,100
생각났는데,100
내야,100
갔었던,100
누워서,100
금전,100
버려,100
그만두고,100
긴데,100
속도,100
딸기,100
세부,100
일링,100
뛰고,100
형성,99
노출,99
얻는,99
다낭,99
당일,99
싶으면은,99
원장,99
소주,99
주더라고요,99
장난감,99
성우,99
가시는,99
수박,99
등등,99
시시,99
들지,99
토트넘,99
도마뱀,99
의식,99
거짓말,98
배경,98
고집,98
베란다,98
않으면은,98
걸어서,98
구성,98
바꿀,98
다니면,98
보관,98
은근,98
식기세척기,98
가전,98
깊이,98
봤잖아,98
체형,97
적성,97
실기,97
없어지고,97
요구,97
오전,97
남았던,97
최선,97
되겠지,97
차로,97
하기는,97
넘어서,97
해운대,97
동영상,97
떨어진,97
생활비,97
웃긴,97
찍어서,97
키우시는,97
돌아다니는,97
의문,97
애견,97
장어,97
치매,97
강도,97
정장,97
하신다고,96
존경,96
이불,96
뷔페,96
반지,96
고춧가루,96
맞으면,96
미니,96
들었거든요,96
부를,96
이별,96
편집,96
겨우,96
했죠,96
위험,96
부작용,96
탈색,96
발목,96
싶어도,96
반면,96
치마,96
보충,95
담임,95
아이디어,95
즐기고,95
국제,95
고향,95
시각,95
주셨던,95
놔야,95
않고요,95
제약,95
싶기는,95
진단,95
계세,95
드리는,95
가지고선,95
하체,94
좋아지고,94
지어,94
보이지,94
거울,94
가긴,94
나물,94
만남,94
가져,94
내려,94
싶었어,94
평일,94
스키,94
새우,94
다녀야,94
버거,94
진상,94
용도,94
이론,94
와야,94
컬리,94
수치,94
전라도,94
터키,94
완성,93
애도,93
느끼게,93
붙이,93
주제가,93
뜨는,93
올라,93
표정,93
주차,93
이분,93
빼고는,93
직거래,93
치가,93
이도,93
옷장,93
손톱,93
감사,93
제작,93
대처,93
말씀드렸던,93
목욕,93
했는데도,93
조리,93
남성,93
정이,93
일해,93
주름,93
연관,93
번호,93
가지고서,93
키우다,93
소음,93
꾸미고,92
공사,92
쿠키,92
예의,92
시키면,92
가더라고요,92
피하,92
오르고,92
내기,92
면허,92
나오기,92
적용,92
이익,92
앞머리,92
싶더라고요,92
차이점,92
전역,92
공항,92
커튼,92
맨발,92
자산,91
찾아보는,91
나더라고요,91
직장인,91
시청,91
매달,91
키워야,91
식이,91
나오잖아요,91
돼지,91
하필,91
수단,91
애교,91
그리는,91
얻을,91
가잖아,91
실내,91
재학생,91
하셨어요,91
끝나면,91
내지,91
주민,91
코드,91
체질,91
프리,91
동물원,91
매년,90
하이,90
어쩌면,90
갖는,90
낳는,90
보도록,90
줬어,90
오토바이,90
오신,90
다운,90
이성,90
교류,90
주기도,90
얻고,90
성분,90
회계,90
은퇴,90
달리기,90
기아,90
오메가,90
간혹,90
이혼,90
국밥,90
사위,90
치과,90
힙합,89
밝은,89
말씀드렸다시피,89
열어,89
식탁,89
고렇,89
금요일,89
먹거든요,89
렌즈,89
즉흥,89
였거든,89
월드컵,89
까는,89
소재,89
샀어,89
들어도,89
독감,89
약도,89
외향,89
알았어요,89
살까,89
크다,89
출퇴근,89
물놀이,89
손녀,89
시켜야,89
속초,89
거란,89
보셨어요,89
빠진,88
돼도,88
몰라요,88
추운,88
즐기는,88
살던,88
않나라는,88
간이,88
진심,88
버섯,88
물어봐도,88
손가락,88
감명,88
운전면허,88
처방,88
와중,88
의무,88
넣을,88
놀아,88
상하,88
만났을,88
기록,88
가지고요,88
노래방,88
서예,88
아야,88
한국어,88
모기,88
차도,87
입지,87
차례,87
볼게요,87
낳아서,87
초대,87
퀄리티,87
평수,87
보이는데,87
달이,87
적어,87
모바일,87
하나로,87
장터,87
행정,87
쌓고,87
애정,87
챙기고,87
모으고,87
댓글,87
지점,87
맞는데,87
그다지,87
방안,87
살림,87
러닝,87
위생,87
반드시,87
사단,87
수사,87
과외,87
경쟁,87
샤워,86
비중,86
복수,86
왔고,86
죽고,86
바뀌고,86
필기,86
찍은,86
오징어,86
놨다,86
수학여행,86
말까,86
연도,86
쓰던,86
강제,86
물어보는,86
이과,86
돌아가는,86
기반,86
각각,86
조합,86
러시,86
개성,86
하기보다는,86
키웠던,86
몽골,86
구두,86
보컬,85
시더,85
바뀌어,85
일반인,85
휴양지,85
말아야,85
추세,85
만나게,85
성취,85
실망,85
듣다,85
재수,85
이었거든,85
형편,85
봤다,85
다시는,85
본다,85
입술,85
최대,85
주셔,85
이기는,85
다니니까,85
먹는다,85
지나서,85
법적,85
프라이어,85
신체,84
하려,84
살인,84
동창,84
나오잖아,84
희생,84
돌잔치,84
중점,84
온다,84
전달,84
국어,84
읽어,84
왼쪽,84
타지,84
도와주고,84
따지면,84
남동생,84
갔고,84
작성,84
극단,84
이율,84
점프,84
분만,84
합리,84
테니스,84
자동,84
소설,84
일인,84
콩국수,84
춘천,84
웃고,84
꿀팁,84
레슨,84
제안,84
해리포터,84
부가,83
랜드,83
살아서,83
적고,83
머리카락,83
만났던,83
마음가짐,83
써도,83
않지,83
먹자,83
맞아야,83
받게,83
했단,83
빵집,83
부상,83
아쉬움,83
피디,83
동작,82
이나,82
오를,82
두려움,82
직전,82
번만,82
살자,82
경조사,82
볶음,82
들거든요,82
인형,82
먹었어요,82
받으러,82
배변,82
한글,82
생겼는데,82
유독,82
온다고,82
테크,82
기획,82
않냐,82
돌아가신,82
크지,82
파트,82
상추,82
교정,82
키웠는데,82
하는구나,81
가르치는,81
돌아다니면서,81
봤었던,81
짜고,81
해소,81
두루,81
답변,81
요기,81
주행,81
커플,81
바뀔,81
바르는,81
구독,81
흐름,81
않을까요,81
최애,81
대통령,81
믿음,81
고모,81
거여,81
무도,81
장구,81
애용,81
손절,81
들어가야,80
에스에프,80
면도,80
만족도,80
일만,80
타이밍,80
유형,80
도쿄,80
만났는데,80
설정,80
되겠다는,80
많아지고,80
전원주택,80
보드,80
끝나는,80
주장,80
압박,80
홈쇼핑,80
접종,80
됐거든요,80
손주,80
나오더라고,80
조사,80
마실,80
하셨는지,80
함부로,80
요구르트,80
권유,80
아세요,80
봤다고,80
슬리퍼,80
닦아,80
짱구,80
해당,79
보상,79
사귀는,79
물어보면,79
아냐,79
하와이,79
죽어,79
나하,79
신부,79
살았던,79
찌개,79
어머,79
먹습니다,79
일로,79
갔잖아,79
하려는,79
판다,79
메리트,79
사전,79
당첨,79
먹긴,79
자마자,79
일종,79
쓰면은,79
젊은이,79
병행,79
부서,79
들어가니까,79
간호,79
투수,79
폭력,79
염증,79
인권,79
시간대,78
만져,78
매체,78
러시아,78
봤었고,78
와인,78
주부,78
갈색,78
했냐,78
참석,78
나와요,78
겪고,78
콜라,78
어우,78
서면,78
하네요,78
유투,78
오스,78
전환,78
살려고,78
기다리는,78
출발,78
해지,78
조직,78
일까,78
가나,78
이마트,78
에이치,78
재산,78
금융,78
차량,78
통증,77
결심,77
했는데요,77
조상,77
이었습니다,77
공짜,77
않더라도,77
호박,77
한약,77
들어오면,77
신혼여행,77
이끌어,77
월요일,77
릴스,77
일어날,77
로써,77
떨어질,77
알아야,77
유기견,77
쿠션,77
매트,77
찾아보니까,77
잔소리,77
행위,77
차별,77
와요,77
신세계,77
초기,77
차는,77
문자,77
소독,77
몸매,77
코미디,77
녹음,76
모를,76
문과,76
모르,76
없어지는,76
남녀,76
세워,76
경치,76
경비,76
줘요,76
먹었었는데,76
쓰면서,76
하기로,76
썼던,76
실험,76
수강,76
까라고,76
얼음,76
허락,76
아이티,76
오른,76
달달,76
모이는,76
자격,76
대중교통,76
실버,76
오펜하이머,76
영화로,76
됐지,76
상승,76
옆집,76
선임,76
먹방,76
파티,76
복싱,76
어항,76
연장,75
앨범,75
딸도,75
넘어가는,75
입은,75
축하,75
차고,75
카레,75
부어,75
싶지만,75
잘라,75
나눌,75
빠져서,75
화학,75
도시락,75
왔었는데,75
되겠구나,75
먹으라고,75
드시고,75
연인,75
규모,75
출신,75
리지,75
오른쪽,75
우울,75
교감,75
동치미,75
칼로리,75
바나나,75
만화책,75
해병대,75
되었는데,75
파주,75
인턴,75
테스트,75
구축,75
뜨고,74
절대로,74
자라는,74
별거,74
시세,74
된대,74
짓고,74
휴식,74
장만,74
싶으신,74
가스,74
호불호,74
갈비,74
카메라,74
클럽,74
번개,74
듣게,74
옥상,74
낭만,74
보이더라고요,74
모으는,74
다이소,74
리더,74
미터,74
낳을,74
격리,74
경계,74
받았어요,74
애니,74
먹어야지,74
하지만은,74
몰랐어,74
바꾸는,74
달려,74
되냐,74
돌아다니고,74
수분,74
사막,74
되는구나,74
고수,74
원작,74
모래,73
잘한,73
사라,73
박사,73
동해,73
야외,73
고를,73
웃음,73
쌓아,73
마음속,73
붙여,73
교복,73
트리,73
읽는,73
배워야,73
야근,73
파충류,73
여드름,73
쿨톤,73
쓰다,73
대에,73
연수,73
아시나요,73
입어야,73
나오게,73
끝날,73
불러서,73
봤는데요,73
식감,73
본다고,73
수면,73
바탕,73
나가면은,73
치기,73
야자,73
시술,73
귀걸이,73
통화,72
인력,72
챙겨야,72
가려면,72
나가게,72
타서,72
소비자,72
들어야,72
지를,72
된장찌개,72
탈출,72
쳐서,72
특수,72
네일,72
글로리,72
보자고,72
교체,72
리가,72
놨는데,72
렌트,72
들어가게,72
귀신,72
싶더라고,72
근래,72
호흡,72
되나요,72
메고,72
따는,72
어린이,72
정형외과,72
싶은지,72
히어로,72
육군,72
상품권,72
훈련소,72
백신,72
엉덩이,71
싶고요,71
용량,71
최저,71
술집,71
운동장,71
컨디션,71
체계,71
돌이,71
바꿔야,71
건설,71
알겠어,71
않나요,71
육수,71
담고,71
하고서,71
가리는,71
빼는,71
왔거든요,71
쓰니까,71
키우는데,71
보거든요,71
멸치,71
짜는,71
더욱,71
했었지,71
넣어야,71
명의,71
워치,71
연구원,71
정기,71
지지,70
듣는데,70
하다고,70
되죠,70
자살,70
내부,70
키우지,70
어서,70
들어올,70
남해,70
줄까,70
하루하루,70
콘셉트,70
베이,70
올려서,70
저하,70
쪼끄,70
죽은,70
울산,70
받으면서,70
어울릴,70
느껴서,70
나나,70
갈래,70
한잔,70
티비,70
비해,70
루틴,70
뉴욕,70
맞는지,70
나온다고,70
빡세,70
망고,70
정치,70
시계,70
좀비,70
탄수화물,70
달팽이,70
직무,70
쌀국수,70
발음,70
스파이더맨,70
체벌,70
커트,70
강화,69
웨이,69
미술관,69
봤고요,69
심해,69
사람인,69
간의,69
만나면서,69
양도,69
정년,69
모르겠습니다,69
달라지는,69
맞습니다,69
연극,69
싸우는,69
인강,69
가가,69
가운데,69
야간,69
설계,69
환승,69
다친,69
됐으니까,69
면역,69
건강검진,69
티셔츠,69
한자,69
쓰시,69
사귈,69
기수,69
테이블,69
공통,69
비는,69
되겠다라는,69
실장,69
팔면,69
섞어서,69
들거든,69
거길,69
보고서,69
소득,69
맞벌이,69
했지마는,68
시야,68
바라보고,68
어려서,68
받았을,68
드리자면,68
하셨듯이,68
삿포로,68
축의금,68
챙겨서,68
어쩌다가,68
하나요,68
백종원,68
슈퍼,68
슬슬,68
감도,68
다는,68
식비,68
찾아가서,68
변호사,68
씻고,68
싶진,68
썼는데,68
로션,68
가지고서는,68
쉽고,68
어울려서,68
얼른,68
약국,68
철학,68
해리,68
거절,68
예산,68
애완동물,68
사귀고,68
이티,68
들도,68
하길래,68
재질,68
아이패드,68
외국어,68
대형견,68
기운,68
화이트,68
왜냐면,67
나가지,67
몰랐던,67
한강,67
제시,67
하셨다고,67
제발,67
작용,67
수리,67
좋아질,67
대체로,67
드릴게요,67
봉지,67
외로움,67
양양,67
알아요,67
얻어,67
않거든,67
빈티,67
올라오고,67
갑니다,67
하얀색,67
월드,67
끊고,67
웃으면서,67
섀도,67
대도,67
만들어야,67
오븐,67
취하,67
나더라고,67
되고요,67
그저께,67
유투버,67
들게,67
짬뽕,67
종교,67
살아갈,67
들고요,67
카페인,67
도구,67
문신,67
어저께,67
했는,66
크니까,66
공학,66
절반,66
요청,66
엔화,66
모델링,66
갔었고,66
안고,66
느꼈어,66
느끼,66
결혼식장,66
물어보니까,66
껍질,66
됐나,66
지나가는,66
들었었는데,66
하겠어,66
공주,66
게스트,66
태어나서,66
의존,66
골라,66
길고양이,66
세게,66
주얼,66
선글라스,66
보던,66
한라산,66
내려서,66
편견,66
논란,66
일본도,66
받거나,66
일어나고,66
프레,66
대외,66
서류,66
배웠던,66
고등어,66
아이언맨,66
입어도,66
드세요,66
꼬리,66
마감,66
처벌,66
보인다,65
저출산,65
왔다고,65
다녀온,65
키워서,65
그램,65
줘야지,65
왔습니다,65
동거,65
크다고,65
높이,65
검정색,65
재작년,65
보거든,65
꼬치,65
빠질,65
우승,65
준다는,65
동감,65
삼계탕,65
해라,65
오더라고요,65
봤었거든요,65
대감,65
올라서,65
요양원,65
총무,65
걸릴,65
더위,65
다녀서,65
바라는,65
나게,65
밀고,65
술자리,65
돌아가시고,65
빨간색,65
했었을,65
놔서,65
고추,65
센티,65
터치,65
잠도,64
순환,64
없어진,64
전방,64
귀가,64
이를,64
안내,64
제거,64
하는데도,64
해변,64
올림픽,64
오르는,64
한국사,64
찾아봤는데,64
업자,64
올린,64
관심사,64
두운,64
어쩌,64
도와주는,64
임영웅,64
다루는,64
콩나물,64
시킨,64
공기업,64
신입,64
안심,64
블루,64
않잖아요,64
리스크,64
용어,64
낳아,64
아시아,64
손흥민,64
맨유,64
입대,64
케이티,64
올릴,64
삼촌,63
우려,63
솔로,63
알고리즘,63
깔고,63
전과,63
느껴져서,63
방해,63
태어난,63
회전,63
찾아가는,63
의심,63
했구나,63
들어가기,63
집들이,63
인프라,63
원금,63
물어본,63
싶네,63
되겠네,63
팔이,63
코난,63
농담,63
매매,63
대우,63
제주,63
세우고,63
기침,63
후유증,63
받는데,63
플라스틱,63
말씀드렸듯이,63
야구장,63
포디,63
작고,63
놓을,63
세탁,63
수다,63
사인,63
꾸미는,63
좋아지는,63
연예,63
오줌,63
중앙,63
받았어,63
공군,63
상가,63
선인장,63
마취,63
맞이,63
오염,63
콤플렉스,63
홍대,63
교권,63
아주머니,62
성악,62
난다고,62
디자이너,62
낯선,62
타운,62
봤기,62
생겼을,62
족발,62
놓으면은,62
기쁨,62
모니터,62
등급,62
매점,62
친해지고,62
먹던,62
했어서,62
고가,62
되세요,62
옵션,62
그려,62
올라와,62
복장,62
봤으니까,62
챙기는,62
생기더라고요,62
엔시,62
됐는지,62
미역국,62
왔잖아,62
야식,62
색감,62
아바타,62
유통,62
외과,62
미스터,62
믹스,62
문득,62
단독,62
스테이크,62
걸음,62
중대,62
노란색,62
니트,62
느꼈어요,62
집주인,62
웃기,61
핑계,61
벌이,61
싶다라고,61
좋아진,61
지내,61
양배추,61
실용,61
오버,61
오셔,61
하기를,61
놀란,61
그린,61
틴트,61
나긴,61
소변,61
볶음밥,61
이상형,61
닭발,61
점심시간,61
왔지,61
나왔어,61
휴양,61
먹을까,61
편이세요,61
수건,61
다이빙,61
배구,61
장애,61
배낭,61
시켰는데,61
꾸며,61
워드,61
엘리베이터,61
드럼,61
아트,61
상복,61
아이스,61
민요,61
엘에이,61
아이유,61
메시,61
된단,60
자부심,60
별개,60
소셜,60
되네,60
조만간,60
여유롭게,60
놨어,60
확신,60
옮겨,60
맞추는,60
들기,60
상영,60
예매,60
다니게,60
믿을,60
프로필,60
뉴진스,60
이지,60
메인,60
나서도,60
호캉스,60
미션,60
올라온,60
원대,60
알았지,60
느끼면서,60
시급,60
나누고,60
피로,60
가서는,60
바보,60
봉투,60
샀어요,60
복용,60
절약,60
스토어,60
고르는,60
되었고,60
